age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
58;blue-collar;married;secondary;no;1231;yes;no;cellular;24;may;645;3;-1;0;unknown;no
52;management;married;unknown;no;-116;no;no;cellular;21;nov;648;1;-1;0;unknown;no
30;management;single;secondary;no;708;no;no;cellular;3;may;192;3;-1;0;unknown;no
42;student;single;primary;no;509;no;no;unknown;10;may;438;1;325;0;other;no
45;technician;married;secondary;no;-546;no;yes;unknown;19;nov;126;1;-1;0;unknown;no
21;blue-collar;single;secondary;no;-211;yes;no;cellular;30;jul;1006;2;204;0;other;yes
45;technician;married;primary;no;663;yes;no;cellular;8;jul;58;1;-1;1;unknown;no
64;services;divorced;tertiary;no;3053;no;yes;cellular;6;jul;224;5;-1;1;unknown;no
47;services;married;primary;no;3049;no;no;cellular;27;may;437;1;-1;1;unknown;no
55;housemaid;married;primary;no;8015;yes;no;cellular;15;aug;146;2;-1;0;unknown;yes
42;entrepreneur;married;secondary;no;882;no;no;cellular;12;jun;124;1;-1;1;unknown;no
39;admin.;married;secondary;yes;-175;yes;no;cellular;12;may;286;1;-1;0;unknown;no
44;unemployed;married;secondary;no;129;yes;no;cellular;13;jun;177;1;183;1;failure;no
31;retired;married;tertiary;no;79;no;no;telephone;16;may;49;1;239;1;other;no
30;management;married;secondary;no;-171;yes;no;cellular;25;nov;286;3;-1;0;unknown;no
53;management;single;secondary;no;708;yes;yes;unknown;22;jun;425;1;-1;1;unknown;yes
54;admin.;single;tertiary;no;785;yes;no;unknown;3;apr;251;2;-1;2;unknown;no
30;blue-collar;married;secondary;no;-561;yes;no;unknown;5;nov;280;2;-1;0;unknown;no
50;retired;single;tertiary;no;2356;no;no;cellular;19;nov;383;5;-1;0;unknown;no
39;management;married;secondary;no;-725;yes;no;cellular;26;jan;828;3;-1;1;unknown;no
44;student;divorced;secondary;no;-22;yes;yes;cellular;30;nov;215;1;-1;0;unknown;no
45;self-employed;married;secondary;no;2561;no;no;cellular;28;nov;364;2;-1;0;unknown;no
50;retired;single;secondary;no;1113;no;no;cellular;21;may;282;1;-1;1;unknown;no
41;technician;divorced;tertiary;no;-133;no;no;cellular;8;jun;118;1;-1;0;unknown;no
55;admin.;single;secondary;no;6954;no;no;cellular;3;jun;475;1;-1;0;unknown;no
43;services;single;tertiary;no;-194;no;no;cellular;23;jan;694;1;-1;0;unknown;no
47;services;married;tertiary;no;-752;no;yes;telephone;29;jun;426;2;-1;0;unknown;no
31;blue-collar;single;secondary;no;825;yes;no;cellular;13;may;34;1;-1;0;unknown;no
63;blue-collar;married;primary;yes;-715;yes;no;cellular;4;may;225;3;-1;0;unknown;no
45;blue-collar;married;primary;no;-423;yes;no;cellular;23;may;425;2;-1;0;unknown;no
47;blue-collar;divorced;secondary;no;1144;no;no;telephone;12;aug;570;1;-1;0;unknown;no
23;management;married;primary;no;-208;no;no;telephone;20;jun;73;2;-1;1;unknown;no
31;blue-collar;married;secondary;no;1060;no;no;cellular;6;may;115;1;-1;0;unknown;no
53;self-employed;divorced;tertiary;no;-556;no;no;cellular;12;may;373;1;-1;1;unknown;no
43;admin.;married;secondary;no;1688;no;no;cellular;23;may;311;3;-1;0;unknown;no
20;admin.;married;tertiary;no;-698;yes;no;cellular;27;nov;286;1;6;1;failure;no
51;blue-collar;married;primary;no;3200;yes;no;cellular;9;jul;798;4;-1;0;unknown;no
34;blue-collar;single;unknown;no;-218;no;no;cellular;25;may;849;1;-1;1;unknown;yes
55;unemployed;single;unknown;no;4170;yes;no;cellular;9;aug;138;3;720;2;other;no
39;blue-collar;married;secondary;no;-427;no;no;cellular;23;may;55;1;-1;0;unknown;no
42;blue-collar;single;tertiary;no;6616;yes;no;cellular;13;jun;272;1;-1;2;unknown;no
52;blue-collar;married;secondary;no;-479;yes;no;cellular;22;nov;469;1;-1;0;unknown;no
31;housemaid;single;secondary;no;-718;no;no;cellular;9;may;606;4;-1;0;unknown;no
30;retired;single;secondary;no;245;yes;no;cellular;3;nov;218;2;-1;0;unknown;no
38;student;divorced;primary;no;2867;no;no;telephone;25;jun;165;3;-1;0;unknown;no
49;entrepreneur;married;tertiary;no;1518;yes;yes;cellular;1;may;388;1;-1;1;unknown;no
26;retired;married;secondary;no;2609;yes;no;cellular;17;may;244;1;-1;1;unknown;no
22;management;married;unknown;yes;1566;no;no;cellular;2;may;299;3;-1;1;unknown;no
49;technician;married;tertiary;no;-417;yes;no;unknown;18;may;427;1;646;0;other;no
34;management;married;secondary;no;1460;no;no;unknown;4;jul;256;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;303;yes;no;cellular;6;apr;86;2;-1;2;unknown;no
21;services;married;tertiary;yes;-361;yes;no;cellular;31;may;169;1;165;1;failure;no
33;technician;divorced;tertiary;no;412;yes;no;cellular;29;feb;176;3;528;0;failure;no
40;management;married;secondary;no;137;yes;yes;unknown;14;aug;178;1;-1;1;unknown;no
50;unemployed;married;secondary;no;3619;no;no;cellular;11;aug;45;1;514;0;success;no
32;technician;single;secondary;no;-245;yes;no;cellular;22;jun;933;1;-1;0;unknown;no
57;blue-collar;married;secondary;no;-275;no;no;cellular;12;nov;114;1;-1;0;unknown;no
33;student;married;secondary;no;-355;no;no;cellular;5;jan;487;4;-1;3;unknown;no
33;retired;married;secondary;no;6409;no;yes;unknown;8;may;149;3;-1;0;unknown;no
56;management;married;secondary;no;-323;yes;no;cellular;20;jul;216;1;46;1;failure;no
42;management;married;tertiary;no;3111;no;no;cellular;30;may;293;2;-1;0;unknown;yes
34;technician;single;secondary;yes;-509;yes;no;unknown;21;may;186;1;641;1;other;no
38;retired;married;secondary;no;920;no;no;telephone;19;may;749;1;-1;1;unknown;no
54;management;married;secondary;no;526;no;no;cellular;25;jun;1807;2;-1;1;unknown;yes
55;admin.;married;primary;no;2864;yes;no;cellular;2;may;51;4;-1;0;unknown;no
31;management;married;secondary;no;2356;no;no;unknown;20;nov;581;2;-1;2;unknown;no
40;technician;married;secondary;no;290;no;no;unknown;6;jun;329;1;-1;0;unknown;no
41;services;divorced;secondary;no;-259;yes;no;cellular;14;jul;225;2;-1;2;unknown;yes
30;admin.;married;tertiary;no;4669;no;no;cellular;15;jul;517;2;-1;2;unknown;yes
39;technician;married;secondary;no;-320;yes;no;cellular;23;jun;617;6;-1;0;unknown;no
40;technician;married;secondary;no;-786;no;no;unknown;6;may;272;1;-1;1;unknown;no
52;management;single;primary;no;-729;no;no;cellular;30;jul;689;1;-1;1;unknown;no
53;admin.;single;tertiary;no;-682;yes;no;cellular;19;may;39;3;-1;0;unknown;no
37;management;married;secondary;no;1090;yes;yes;cellular;11;may;467;1;-1;1;unknown;no
38;admin.;single;secondary;no;9141;yes;yes;telephone;10;aug;300;1;-1;0;unknown;no
47;blue-collar;married;primary;no;-757;no;yes;cellular;4;may;343;4;308;0;failure;no
34;retired;single;primary;no;-399;yes;no;cellular;11;jul;572;4;-1;1;unknown;yes
46;technician;married;tertiary;no;299;no;no;telephone;4;jun;434;1;-1;0;unknown;no
39;entrepreneur;single;tertiary;no;4244;no;no;telephone;25;jun;949;2;-1;0;unknown;yes
30;technician;single;primary;no;-401;no;yes;cellular;25;jul;1056;1;-1;0;unknown;yes
30;technician;single;primary;no;1080;yes;yes;cellular;17;may;255;3;-1;0;unknown;no
55;admin.;married;secondary;no;-46;yes;no;cellular;30;may;100;3;-1;2;unknown;no
38;blue-collar;single;unknown;no;13971;no;no;cellular;4;aug;289;1;-1;0;unknown;no
57;services;single;tertiary;no;367;yes;no;cellular;28;jul;138;3;-1;0;unknown;no
35;services;married;tertiary;no;665;yes;no;cellular;12;nov;208;1;-1;1;unknown;no
43;housemaid;married;secondary;no;293;yes;no;unknown;24;may;321;2;-1;0;unknown;no
65;self-employed;married;secondary;no;-176;no;no;cellular;28;nov;71;1;-1;0;unknown;no
29;retired;married;tertiary;no;1935;no;no;telephone;4;may;417;1;-1;4;unknown;no
20;services;single;tertiary;no;-556;yes;no;unknown;27;jul;273;1;-1;1;unknown;no
54;services;married;secondary;no;-752;yes;no;cellular;31;apr;160;5;-1;1;unknown;no
31;admin.;single;tertiary;no;44;no;yes;cellular;24;nov;22;3;-1;0;unknown;no
40;blue-collar;single;secondary;no;1579;yes;no;unknown;5;aug;560;1;-1;1;unknown;no
34;blue-collar;single;secondary;no;-286;no;no;unknown;27;may;620;2;-1;0;unknown;no
43;technician;single;tertiary;no;421;yes;no;cellular;9;aug;576;1;400;1;failure;no
30;technician;single;tertiary;no;-576;yes;no;cellular;3;nov;137;3;-1;1;unknown;no
38;student;married;secondary;no;2274;yes;yes;unknown;20;may;390;3;402;0;success;no
45;blue-collar;married;secondary;no;1205;yes;no;cellular;4;may;636;3;731;0;failure;no
29;management;single;secondary;no;218;yes;no;unknown;18;aug;365;2;510;2;success;no
33;blue-collar;divorced;tertiary;no;398;no;no;cellular;1;jun;342;1;-1;0;unknown;no
36;housemaid;married;primary;no;-628;yes;no;cellular;23;aug;869;2;-1;2;unknown;no
25;blue-collar;divorced;tertiary;no;-615;no;no;cellular;4;may;829;1;-1;1;unknown;yes
36;technician;divorced;tertiary;no;71;yes;no;cellular;21;apr;208;2;-1;1;unknown;no
41;blue-collar;married;secondary;no;933;yes;no;unknown;26;apr;180;1;-1;0;unknown;no
36;self-employed;single;secondary;no;1028;yes;no;cellular;4;jun;151;1;412;0;failure;no
37;unemployed;single;primary;no;-137;no;no;cellular;2;may;48;1;-1;1;unknown;yes
40;services;married;secondary;no;1411;yes;no;cellular;28;may;747;3;22;0;failure;yes
33;admin.;married;secondary;no;3640;no;yes;cellular;15;aug;361;1;-1;0;unknown;no
47;technician;married;tertiary;no;104;yes;no;cellular;16;nov;211;2;-1;1;unknown;yes
55;retired;single;tertiary;no;595;yes;no;cellular;8;aug;313;1;-1;0;unknown;no
35;management;married;secondary;no;-9;yes;no;cellular;15;may;793;4;-1;0;unknown;no
45;self-employed;single;secondary;no;67;no;no;unknown;26;apr;76;1;-1;0;unknown;no
37;technician;single;tertiary;no;399;yes;no;telephone;27;jul;730;2;-1;0;unknown;no
44;management;single;secondary;no;5123;yes;no;cellular;25;apr;292;1;-1;1;unknown;no
56;management;married;secondary;no;1839;yes;yes;telephone;9;aug;409;2;-1;1;unknown;no
45;management;married;tertiary;no;1603;yes;no;telephone;24;aug;426;9;-1;0;unknown;no
21;admin.;married;unknown;yes;-203;yes;no;cellular;14;may;823;1;-1;1;unknown;yes
45;student;married;secondary;no;-453;no;yes;unknown;12;may;144;1;-1;0;unknown;no
53;blue-collar;married;secondary;no;719;no;no;cellular;11;oct;1186;1;-1;0;unknown;yes
38;management;married;secondary;no;2904;yes;no;cellular;29;jun;94;2;-1;0;unknown;no
50;housemaid;married;secondary;no;5245;yes;no;telephone;6;aug;169;1;-1;0;unknown;no
33;blue-collar;married;primary;no;-806;yes;no;telephone;28;aug;476;8;434;1;failure;no
24;management;married;tertiary;no;11762;no;no;cellular;29;may;758;1;-1;1;unknown;yes
41;retired;married;secondary;no;764;no;yes;cellular;21;nov;150;3;-1;0;unknown;no
22;blue-collar;single;tertiary;no;1821;yes;no;cellular;1;may;83;5;-1;0;unknown;no
37;blue-collar;married;secondary;no;-708;no;no;cellular;19;jul;786;1;-1;0;unknown;no
54;technician;divorced;tertiary;no;-35;yes;yes;telephone;4;jul;215;2;-1;1;unknown;no
20;unemployed;single;primary;no;1597;yes;no;cellular;11;aug;228;1;453;1;success;no
27;management;married;secondary;no;-561;no;no;cellular;3;jul;327;1;-1;0;unknown;no
29;entrepreneur;divorced;secondary;no;-839;no;yes;unknown;23;jan;280;1;-1;1;unknown;no
39;admin.;single;primary;no;634;yes;no;cellular;15;nov;487;4;132;0;success;no
36;admin.;single;secondary;no;143;no;no;cellular;30;jan;99;3;-1;1;unknown;no
55;housemaid;married;secondary;no;3735;no;no;cellular;22;aug;73;1;-1;2;unknown;no
50;technician;married;secondary;no;35;yes;no;cellular;10;may;405;3;-1;0;unknown;no
45;services;married;secondary;no;106;yes;yes;cellular;25;sep;422;1;-1;2;unknown;no
42;entrepreneur;single;secondary;no;1303;yes;no;cellular;9;may;486;4;-1;1;unknown;no
44;unemployed;married;secondary;no;2183;no;yes;unknown;9;feb;467;1;-1;0;unknown;no
31;management;married;secondary;no;-360;yes;no;cellular;9;may;74;2;297;0;failure;no
49;blue-collar;married;secondary;no;1920;yes;no;unknown;23;nov;462;1;499;0;failure;no
28;management;married;tertiary;no;-249;yes;yes;cellular;31;nov;448;3;-1;0;unknown;no
49;blue-collar;married;primary;no;215;yes;yes;telephone;27;jun;87;5;-1;0;unknown;no
52;technician;married;tertiary;no;1245;no;yes;unknown;17;nov;618;1;-1;0;unknown;no
42;entrepreneur;divorced;tertiary;no;1653;yes;no;unknown;1;may;146;1;-1;0;unknown;no
38;self-employed;married;tertiary;no;608;no;no;cellular;30;jul;131;1;-1;0;unknown;no
44;housemaid;married;secondary;no;-528;no;no;cellular;12;jul;494;1;-1;0;unknown;no
18;technician;married;secondary;no;-731;yes;no;unknown;20;sep;108;2;35;0;other;no
43;retired;married;secondary;no;9;no;yes;unknown;14;aug;251;1;-1;3;unknown;no
39;management;single;secondary;no;1997;yes;yes;unknown;10;may;221;1;-1;0;unknown;no
39;blue-collar;married;unknown;no;819;no;no;cellular;10;may;190;2;-1;1;unknown;no
47;technician;divorced;secondary;no;497;no;no;cellular;19;nov;156;1;-1;0;unknown;no
39;management;divorced;primary;no;189;yes;yes;cellular;14;apr;1079;1;-1;1;unknown;no
28;blue-collar;single;secondary;no;594;yes;no;cellular;5;feb;474;4;46;1;success;no
39;technician;single;secondary;no;-494;yes;no;unknown;12;may;173;1;-1;0;unknown;no
41;admin.;married;secondary;no;1493;yes;no;cellular;14;jun;177;6;-1;0;unknown;no
41;blue-collar;married;secondary;no;1656;no;no;cellular;20;jul;377;2;797;0;failure;no
42;management;married;secondary;no;-131;yes;yes;cellular;14;jun;220;3;-1;0;unknown;no
51;entrepreneur;single;tertiary;no;798;yes;no;unknown;7;nov;395;2;-1;0;unknown;no
29;management;married;secondary;no;-703;no;no;cellular;18;may;116;1;739;1;failure;no
42;blue-collar;married;primary;no;413;yes;no;cellular;26;aug;326;2;204;2;failure;no
54;blue-collar;married;primary;no;60;no;no;unknown;13;jul;516;1;-1;0;unknown;yes
22;admin.;single;secondary;no;2963;no;yes;unknown;20;jul;312;1;648;1;failure;no
42;blue-collar;single;unknown;no;-1;no;no;cellular;15;may;233;1;306;1;failure;no
34;technician;married;secondary;no;1714;yes;no;cellular;10;jul;425;2;81;0;success;no
36;management;married;secondary;no;-158;no;yes;cellular;28;may;36;1;-1;1;unknown;no
30;management;married;secondary;no;-789;no;no;cellular;30;may;515;1;-1;0;unknown;no
38;housemaid;single;tertiary;no;-25;no;no;cellular;6;aug;43;2;331;0;other;no
59;services;married;tertiary;no;435;no;no;cellular;20;aug;576;1;-1;0;unknown;no
27;blue-collar;married;tertiary;no;375;yes;no;cellular;29;feb;226;8;-1;1;unknown;no
28;blue-collar;single;primary;no;395;yes;no;cellular;17;jul;545;1;-1;0;unknown;no
26;self-employed;married;secondary;no;-239;no;yes;unknown;17;jun;632;3;-1;0;unknown;no
58;management;single;tertiary;no;-107;yes;no;unknown;30;jan;238;2;-1;0;unknown;no
35;student;married;tertiary;no;-544;yes;no;cellular;20;jul;600;12;-1;0;unknown;no
40;technician;divorced;secondary;no;-751;yes;yes;cellular;27;nov;359;1;-1;0;unknown;yes
36;technician;married;secondary;no;86;no;no;cellular;4;jan;422;3;526;0;failure;no
30;blue-collar;married;secondary;no;-379;no;no;cellular;19;nov;700;1;-1;0;unknown;no
38;admin.;divorced;secondary;no;2329;no;no;cellular;5;may;388;1;-1;0;unknown;yes
66;blue-collar;married;tertiary;no;-776;yes;no;cellular;7;may;546;1;-1;1;unknown;no
55;student;single;secondary;no;567;yes;no;unknown;23;may;1022;1;-1;0;unknown;no
31;technician;married;secondary;no;8250;yes;no;unknown;27;jun;543;2;-1;0;unknown;no
47;technician;married;tertiary;no;13;no;yes;unknown;28;jun;221;1;-1;0;unknown;yes
31;blue-collar;married;tertiary;no;194;yes;no;cellular;24;may;368;5;-1;0;unknown;no
21;technician;married;primary;no;780;no;no;unknown;17;jul;176;1;373;1;other;no
51;management;single;tertiary;no;916;yes;no;cellular;14;jul;380;3;-1;0;unknown;no
52;technician;married;tertiary;no;-171;no;no;unknown;6;jun;246;1;-1;0;unknown;no
51;management;married;secondary;no;-500;no;no;cellular;25;may;408;2;-1;1;unknown;no
35;blue-collar;married;tertiary;no;1206;no;no;telephone;25;may;551;2;-1;1;unknown;no
38;admin.;married;secondary;no;-737;no;no;cellular;4;aug;170;1;-1;0;unknown;no
48;technician;married;secondary;no;1621;no;no;cellular;29;may;319;2;-1;0;unknown;no
44;management;divorced;unknown;no;-159;no;no;cellular;11;jun;135;3;-1;0;unknown;no
36;entrepreneur;married;tertiary;no;200;yes;no;cellular;21;jul;178;2;-1;1;unknown;no
23;entrepreneur;married;tertiary;no;-252;no;no;telephone;4;aug;357;3;-1;0;unknown;no
41;housemaid;married;secondary;no;3687;no;no;cellular;6;nov;232;1;-1;0;unknown;no
51;technician;married;tertiary;no;507;yes;no;telephone;19;may;785;1;-1;0;unknown;no
27;admin.;married;secondary;no;-105;yes;no;telephone;13;may;61;1;-1;0;unknown;no
47;blue-collar;single;secondary;no;-127;yes;yes;cellular;1;apr;894;2;-1;1;unknown;no
43;student;single;secondary;no;46;no;no;unknown;30;jun;544;1;764;2;success;no
48;management;single;secondary;no;11151;no;no;telephone;28;may;470;2;-1;2;unknown;no
49;blue-collar;married;secondary;yes;-606;yes;no;cellular;6;jun;519;5;-1;1;unknown;no
33;admin.;single;tertiary;no;2339;no;no;cellular;21;jul;512;1;-1;0;unknown;no
23;blue-collar;divorced;secondary;no;1035;yes;no;cellular;6;aug;218;4;-1;0;unknown;no
34;blue-collar;single;primary;no;4214;yes;no;cellular;23;nov;563;1;-1;1;unknown;no
49;admin.;divorced;primary;no;1157;no;no;unknown;22;may;378;1;-1;2;unknown;yes
34;blue-collar;married;secondary;no;200;yes;no;cellular;24;aug;73;1;-1;1;unknown;no
33;services;divorced;tertiary;no;2141;yes;no;unknown;17;jul;180;1;-1;0;unknown;no
21;technician;single;secondary;no;480;yes;yes;unknown;1;aug;137;2;370;1;failure;no
58;technician;single;primary;no;1433;yes;no;cellular;7;jul;269;2;-1;1;unknown;no
49;housemaid;single;secondary;no;3674;yes;no;unknown;31;feb;44;1;-1;1;unknown;no
48;blue-collar;divorced;secondary;no;303;yes;no;unknown;20;aug;502;5;-1;1;unknown;no
50;unknown;married;secondary;no;-183;yes;no;cellular;11;nov;565;1;762;0;other;yes
46;student;single;primary;no;-324;no;no;cellular;30;may;213;1;-1;1;unknown;no
37;management;single;secondary;no;821;yes;no;unknown;14;jul;413;1;-1;1;unknown;no
38;blue-collar;single;tertiary;no;-444;no;no;cellular;27;nov;805;1;-1;0;unknown;yes
36;blue-collar;single;secondary;no;-127;no;no;cellular;25;may;229;2;-1;0;unknown;no
68;management;married;tertiary;no;-483;yes;no;unknown;1;dec;229;1;-1;0;unknown;no
46;management;married;secondary;no;923;yes;yes;cellular;29;jun;257;1;-1;1;unknown;no
35;admin.;married;secondary;no;-383;yes;no;cellular;28;apr;474;1;-1;2;unknown;no
45;technician;single;secondary;no;-597;no;no;unknown;31;may;225;2;-1;0;unknown;no
29;management;single;secondary;no;-539;no;no;cellular;20;jul;260;4;-1;0;unknown;no
56;management;single;tertiary;no;-281;yes;no;cellular;22;jul;462;1;-1;0;unknown;no
33;blue-collar;single;tertiary;no;-222;yes;no;cellular;9;oct;444;6;-1;0;unknown;no
45;services;married;secondary;no;510;yes;no;cellular;5;may;204;3;-1;0;unknown;no
51;services;married;secondary;yes;33;no;no;cellular;3;jun;132;2;-1;0;unknown;no
44;admin.;single;secondary;no;688;yes;no;telephone;6;jun;237;1;-1;0;unknown;no
41;management;divorced;tertiary;no;821;yes;no;cellular;31;apr;281;2;-1;1;unknown;no
40;self-employed;single;tertiary;no;1400;no;no;cellular;9;oct;361;1;-1;0;unknown;no
39;technician;divorced;primary;no;-737;no;no;unknown;1;nov;315;2;-1;1;unknown;no
34;blue-collar;divorced;primary;no;-545;yes;no;telephone;22;may;106;1;-1;1;unknown;no
35;technician;married;secondary;yes;1010;yes;no;unknown;6;nov;221;4;-1;0;unknown;no
56;management;single;secondary;no;455;yes;yes;cellular;16;aug;47;4;-1;0;unknown;no
39;admin.;married;primary;no;2013;no;no;cellular;21;jun;360;3;-1;0;unknown;no
32;admin.;married;secondary;no;-666;yes;no;telephone;18;may;126;1;-1;1;unknown;yes
35;blue-collar;married;secondary;no;-218;yes;no;unknown;24;nov;81;1;683;0;failure;no
52;blue-collar;married;secondary;no;-85;yes;no;unknown;1;jul;246;4;-1;0;unknown;no
47;management;married;tertiary;no;395;no;no;cellular;9;nov;401;8;-1;0;unknown;no
46;services;single;tertiary;no;237;no;no;unknown;13;jul;309;1;-1;0;unknown;no
37;blue-collar;married;unknown;no;853;no;no;telephone;23;aug;863;2;-1;0;unknown;no
